adult,budget,genres,id,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,collection_name,collection_id,genre_ids,production_companies_ids,actor_1_name,actor_1_gender,actor_1_id,actor_2_name,actor_2_gender,actor_2_id,actor_3_name,actor_3_gender,actor_3_id,actor_4_name,actor_4_gender,actor_4_id,actor_5_name,actor_5_gender,actor_5_id,director_name,director_gender,director_id,keyword_1_name,keyword_1_id,keyword_2_name,keyword_2_id,keyword_3_name,keyword_3_id,keyword_4_name,keyword_4_id,keyword_5_name,keyword_5_id
False,3500000,"Animation, Action",103269,en,6.247758,"DC Comics, Warner Bros. Animation, Warner Premiere",US,2012-06-12,0.0,76.0,English,Superman vs. The Elite,6.6,103.0,,,"16, 28","429, 2785, 4811",Pauley Perrette,1,11680,George Newbern,2,59222,Robin Atkin Downes,2,130081,David Kaufman,2,157536,Dee Bradley Baker,2,23680,Michael Chang,2,127380,england,392,dc comics,849,superhero,9715,superhuman,10761,superhero team,155030
False,35000000,"Action, Thriller, Crime, Drama",80389,en,6.195103,"Icon Productions, Airborne Productions",US,2012-03-15,0.0,95.0,"English, Español",Get the Gringo,6.4,544.0,,,"28, 53, 80, 18","152, 11732",Mel Gibson,2,2461,Peter Stormare,2,53,Dean Norris,2,14329,Bob Gunton,2,4029,Kevin Hernandez,0,999329,Adrian Grunberg,0,589402,prison,378,mexico,534,vacation,6876,prison escape,156786,,
False,3500000,"Action, Animation, Science Fiction",13640,en,7.879229,"DC Comics, Warner Home Video",US,2007-09-18,0.0,75.0,English,Superman: Doomsday,6.5,138.0,,,"28, 16, 878","429, 2786",Adam Baldwin,2,2059,Anne Heche,1,8256,James Marsters,2,47297,John DiMaggio,0,31531,Swoosie Kurtz,1,12967,Lauren Montgomery,1,74863,dc comics,849,superhero,9715,based on comic,9717,death,34079,doomsday,34161
False,12468389,Comedy,85435,en,6.116093,"Parabolic Pictures, Stable Way Entertainment, Quickfire Films, Screen Australia, Screen NSW, Ingenious Broadcasting, Unthank Films, Story Bridge Films, Auburn Entertainment","AU, GB",2011-10-14,29007412.0,97.0,English,A Few Best Men,5.9,137.0,A Few Best Men Collection,466004,35,"1012, 1013, 4186, 7584, 10951, 18942, 18987, 18988, 18989",Rebel Wilson,1,221581,Xavier Samuel,2,109438,Olivia Newton-John,1,8892,Kris Marshall,2,7058,Kevin Bishop,2,19996,Stephan Elliott,2,27889,drug dealer,2231,best friend,12392,wedding,13027,australian outback,193760,,
False,20500000,Drama,49014,en,6.087109,"France 2 Cinéma, Téléfilm Canada, Rai Cinema, Prospero Pictures, Alfama Films, Canal+, Jouror Productions, Radiotelevisão Portuguesa (RTP), Leopardo Filmes, Talandracas","CA, FR, IT, PT",2012-05-25,6063556.0,109.0,English,Cosmopolis,5.1,337.0,,,18,"83, 806, 2683, 2844, 3061, 5358, 12391, 26019, 44106, 44107",Robert Pattinson,2,11288,Juliette Binoche,1,1137,Sarah Gadon,1,190895,Paul Giamatti,2,13242,Samantha Morton,1,2206,David Cronenberg,2,224,sex,572,bookshop,817,homeless person,960,nudity,2483,paparazzi,2560
False,40000000,"Drama, Comedy",72358,en,5.446745,"Paramount Pictures, DreamWorks SKG, Saturn Films, Varsity Pictures",US,2012-03-07,22044277.0,91.0,English,A Thousand Words,6.0,381.0,,,"18, 35","4, 27, 831, 6024",Eddie Murphy,2,776,Allison Janney,1,19,Cliff Curtis,2,7248,Clark Duke,2,54729,Kerry Washington,1,11703,Brian Robbins,2,53177,liar,9468,literary agent,11204,,,,,,
False,750000,"Comedy, Romance, Science Fiction, Drama",84332,en,7.067494,"Duplass Brothers Productions, Big Beach Films",US,2012-06-08,4007792.0,85.0,English,Safety Not Guaranteed,6.8,562.0,,,"35, 10749, 878, 18","1974, 12808",Aubrey Plaza,1,119592,Mark Duplass,2,45407,Jake Johnson,2,543505,Karan Soni,2,1109702,Jenica Bergere,1,113818,Colin Trevorrow,2,930707,time travel,4379,,,,,,,,
False,145000000,"Animation, Family",80321,en,13.829042,DreamWorks Animation,US,2012-06-06,746921274.0,93.0,"English, Español, ภาษาไทย",Madagascar 3: Europe's Most Wanted,6.4,1857.0,Madagascar Collection,14740,"16, 10751",521,Ben Stiller,2,7399,Sacha Baron Cohen,2,6730,David Schwimmer,2,14409,Frances McDormand,1,3910,Chris Rock,2,2632,Conrad Vernon,2,12080,madagascar,3645,3d,209714,,,,,,
False,125000,"Drama, Comedy",84355,en,10.850569,Ada Films,US,2011-09-11,3200000.0,90.0,English,Your Sister's Sister,6.5,140.0,,,"18, 35",1424,Mark Duplass,2,45407,Emily Blunt,1,5081,Rosemarie DeWitt,1,14892,Mike Birbiglia,2,113373,Kate Bayley,0,1190267,Lynn Shelton,1,90492,sister sister relationship,1156,secret,1328,romance,9840,cottage,11826,relationship,14534
False,0,"Animation, Action, Adventure",22855,en,8.572867,"DC Comics, Warner Premiere",US,2009-09-29,0.0,67.0,English,Superman/Batman: Public Enemies,6.7,158.0,Superman / Batman (Animated) Collection,290933,"16, 28, 12","429, 4811",Kevin Conroy,2,34947,Tim Daly,2,68122,Clancy Brown,2,6574,LeVar Burton,2,2390,Xander Berkeley,2,3982,Sam Liu,0,90367,superhero,9715,super powers,163455,superhuman strength,179102,lex luthor,202526,power girl,203703
False,185000000,"Animation, Adventure, Comedy, Family, Action, Fantasy",62177,en,15.876341,"Walt Disney Pictures, Pixar Animation Studios",US,2012-06-21,538983207.0,93.0,English,Brave,6.7,4760.0,,,"16, 12, 35, 10751, 28, 14","2, 3",Kelly Macdonald,1,9015,Billy Connolly,0,9188,Emma Thompson,1,7056,Julie Walters,1,477,Robbie Coltrane,2,1923,Brenda Chapman,1,59803,scotland,388,rebel,526,bravery,3930,kingdom,4152,archer,4393
False,0,"Animation, Family",13313,en,8.169404,"Walt Disney Television Animation, Walt Disney Animation Canada","CA, US",1997-11-11,0.0,72.0,English,Beauty and the Beast: The Enchanted Christmas,5.9,203.0,Beauty and the Beast Collection,153010,"16, 10751","3475, 12402",Paige O'Hara,1,62050,Robby Benson,2,15048,Jerry Orbach,2,725,David Ogden Stiers,2,28010,Bernadette Peters,1,40389,Andrew Knight,2,206719,fairy tale,3205,beast,161271,christmas,207317,,,,
False,0,"Adventure, Animation, Romance, Family",13761,en,8.763892,Walt Disney Pictures,US,1998-08-04,0.0,72.0,English,Pocahontas II: Journey to a New World,4.9,297.0,Pocahontas Collection,136214,"12, 16, 10749, 10751",2,Irene Bedard,1,65529,Jim Cummings,2,12077,Donal Gibson,2,110315,Finola Hughes,1,66881,Linda Hunt,1,12516,Bradley Raymond,2,69416,,,,,,,,,,
False,9000000,"Romance, Drama",86467,en,7.720692,"Rai Cinema, Redwave Films, Protagonist Pictures, 19 Entertainment","IT, GB",2012-03-09,8303261.0,102.0,"Český, English, Français",Bel Ami,5.0,155.0,,,"10749, 18","2683, 8764, 20277, 20877",Robert Pattinson,2,11288,Uma Thurman,1,139,Christina Ricci,1,6886,Kristin Scott Thomas,1,5470,Colm Meaney,2,17782,Nick Ormerod,2,933262,adultery,596,journalist,736,based on novel,818,newspaper,918,camping,1890
False,40000000,"Romance, Comedy, Drama",76494,en,7.271503,"Alcon Entertainment, Lionsgate, Phoenix Pictures, What to Expect Productions",US,2012-05-17,79700000.0,110.0,English,What to Expect When You're Expecting,5.8,611.0,,,"10749, 35, 18","1088, 1632, 11317, 19577",Cameron Diaz,1,6941,Jennifer Lopez,1,16866,Elizabeth Banks,1,9281,Anna Kendrick,1,84223,Brooklyn Decker,1,131520,Kirk Jones,0,64045,based on novel,818,adoption,2393,pregnant,10721,miscarriage,17986,expectant father,160945
False,17000000,"Romance, Comedy",81836,en,7.812646,"Gravier Productions, Medusa Film, Mediapro, Perdido Productions","IT, ES, US",2012-04-20,73244881.0,111.0,"Italiano, English",To Rome with Love,5.6,564.0,,,"10749, 35","1824, 6246, 12010, 12966",Woody Allen,2,1243,Roberto Benigni,2,4818,Penélope Cruz,1,955,Alec Baldwin,2,7447,Judy Davis,1,351,Woody Allen,2,1243,rome,588,expatriate,156063,episodic,156934,,,,
False,69000000,"Action, Fantasy, Horror",72331,en,7.922636,"Twentieth Century Fox Film Corporation, Bazelevs Production, Tim Burton Productions, Abraham Productions, Location Gourmet",US,2012-06-20,112265139.0,94.0,English,Abraham Lincoln: Vampire Hunter,5.5,1297.0,,,"28, 14, 27","306, 1038, 8601, 36430, 36431",Benjamin Walker,2,239996,Dominic Cooper,2,55470,Anthony Mackie,2,53650,Mary Elizabeth Winstead,1,17628,Rufus Sewell,2,17328,Timur Bekmambetov,2,23430,usa president,840,vampire,3133,steam locomotive,163671,american civil war,179585,19th century,207928
False,10000000,"Horror, Comedy, Science Fiction",68684,en,7.74967,Detention Films,US,2011-03-16,0.0,93.0,English,Detention,5.7,130.0,,,"27, 35, 878",21125,Shanley Caswell,1,553504,Josh Hutcherson,2,27972,Spencer Locke,1,57192,Dane Cook,2,31837,A.D. Johnson,0,1849987,Joseph Kahn,2,66823,high school,6270,murder,9826,slasher,12339,horror spoof,12416,,
False,0,Comedy,34494,it,6.16374,"Medusa Film, Sky Italia",IT,2008-01-25,0.0,105.0,Italiano,Sorry if I Love You,5.3,142.0,,,35,"6246, 53597",Raoul Bova,2,5412,Michela Quattrociocche,1,112486,Luca Angeletti,2,109335,Francesca Antonelli,1,112487,Francesco Apolloni,2,126393,Federico Moccia,2,88092,age difference,965,girlfriend,5490,man-woman relation,5756,love,9673,teenager,13130
False,75000000,"Comedy, Drama, Music, Romance",80585,en,12.558042,"New Line Cinema, Offspring Entertainment, Corner Store Entertainment, Material Pictures",US,2012-06-13,59418613.0,123.0,"English, ภาษาไทย",Rock of Ages,6.0,392.0,,,"35, 18, 10402, 10749","12, 2378, 8871, 12139",Julianne Hough,1,143240,Diego Boneta,2,935201,Tom Cruise,2,500,Alec Baldwin,2,7447,Russell Brand,2,59919,Adam Shankman,2,20739,musical,4344,rocker,8900,teenager,13130,young love,165100,rock sta,165102
False,10000000,"Comedy, Drama, Romance, Science Fiction",88005,en,6.947533,"Mandate Pictures, Indian Paintbrush, Anonymous Content, Focus Features",US,2012-06-22,9636289.0,101.0,English,Seeking a Friend for the End of the World,6.3,713.0,,,"35, 18, 10749, 878","771, 9350, 10039, 10146",Steve Carell,2,4495,Keira Knightley,1,116,Connie Britton,1,86310,Adam Brody,2,11702,Rob Corddry,2,52997,Lorene Scafaria,1,71551,asteroid,1423,road trip,7312,end of the world,10150,woman director,187056,,
False,0,"Animation, Family",13042,en,8.563861,Pixar Animation Studios,US,2008-06-18,0.0,5.0,"English, No Language",Presto,8.0,371.0,,,"16, 10751",3,Doug Sweetland,0,8010,,,,,,,,,,,,,Doug Sweetland,0,8010,stage,1674,banjo,1790,magic,2343,bunny,3208,rabbi,3901
False,0,"Adventure, Animation, Family",13932,en,5.588364,"Walt Disney Pictures, Pixar Animation Studios",US,2004-12-31,0.0,5.0,English,Jack-Jack Attack,7.4,216.0,,,"12, 16, 10751","2, 3",Bud Luckey,2,7918,Eli Fucile,0,59358,Jason Lee,2,11662,Bret 'Brook' Parker,0,7998,,,,Brad Bird,2,7087,fire,657,baby,1009,hero,1701,transformation,4375,classical music,5783
False,0,"Animation, Family",13062,en,5.137422,"Walt Disney Pictures, Pixar Animation Studios",US,2003-11-04,0.0,5.0,English,Boundin',7.0,135.0,,,"16, 10751","2, 3",Bud Luckey,2,7918,,,,,,,,,,,,,Bud Luckey,2,7918,jumping,3810,lamb,11175,short,214549,jackalope,235560,pixar animation,236684
False,0,"Animation, Family",13933,en,4.410709,Pixar Animation Studios,US,2005-06-21,0.0,4.0,"English, No Language",One Man Band,7.2,128.0,,,"16, 10751",3,,,,,,,,,,,,,,,,Andrew Jimenez,0,59362,fountain,2098,rivalry,9823,coin,10294,bag of money,10856,gold coin,11087
False,50000000,"Comedy, Fantasy",72105,en,19.638605,"Universal Pictures, Media Rights Capital, Fuzzy Door Productions",US,2012-06-29,549368315.0,106.0,English,Ted,6.3,4811.0,Ted Collection,266672,"35, 14","33, 2531, 8789",Mark Wahlberg,2,13240,Mila Kunis,1,18973,Seth MacFarlane,2,52139,Joel McHale,2,74949,Giovanni Ribisi,2,1771,Seth MacFarlane,2,52139,friendship,6054,love,9673,teddy bear,158162,toy comes to life,187065,wishes come true,187084
False,7000000,"Drama, Comedy",77930,en,8.732425,"Extension 765, Iron Horse Entertainment (II)",US,2012-06-28,167221571.0,110.0,English,Magic Mike,6.1,1062.0,Magic Mike Collection,328247,"18, 35","8850, 34981",Channing Tatum,2,38673,Matthew McConaughey,2,10297,Alex Pettyfer,2,61363,Cody Horn,1,582816,Olivia Munn,1,81364,Steven Soderbergh,2,1884,dancing,246,florida,1196,strip club,3688,male stripper,164865,novice,165492
False,0,"Action, Animation",39103,ja,5.46959,Toei Animation,JP,1992-03-07,0.0,46.0,"English, 日本語",Dragon Ball Z: Return of Cooler,6.7,100.0,Dragon Ball Z (Movie) Collection,425164,"28, 16",5542,Toshio Furukawa,0,85286,Mayumi Tanaka,0,65510,Ryūsei Nakao,2,115305,Ryou Horikawa,2,122501,Masako Nozawa,0,90496,Daisuke Nishio,0,122186,anime,210024,"dragon ball,",229649,,,,,,
False,25000000,"Adventure, Drama",83770,en,7.323283,"American Zoetrope, France 2 Cinéma, VideoFilmes, Vanguard Films, Canal+, SPAD Films, MK2 Productions, Film4, Ciné+, France Télévisions, Nomadic Pictures, Kramer & Sigman Films, Jerry Leider Company","BR, FR, GB, US",2012-05-22,8784318.0,137.0,"English, Français",On the Road,5.5,312.0,,,"12, 18","70, 83, 346, 614, 5358, 8372, 9209, 9349, 10611, 11795, 12467, 21914, 79077",Garrett Hedlund,2,9828,Sam Riley,2,32987,Kristen Stewart,1,37917,Amy Adams,1,9273,Tom Sturridge,2,90451,Walter Salles,2,8574,based on novel,818,cemetery,1227,narration,2398,nudity,2483,funeral,3739
False,0,"Animation, Adventure, Family",34433,ja,7.348249,Toei Animation,JP,1993-03-06,0.0,70.0,,Dragon Ball Z: Broly - The Legendary Super Saiyan,7.3,134.0,Dragon Ball Z (Movie) Collection,425164,"16, 12, 10751",5542,Eric Vale,0,112362,Bin Shimada,2,115790,Ryou Horikawa,2,122501,Mayumi Tanaka,0,65510,Toshio Furukawa,0,85286,Shigeyasu Yamauchi,0,81853,anime,210024,"dragon ball,",229649,,,,,,
False,0,"Drama, Thriller, Crime",95516,en,6.402926,UK Film Studio,GB,2012-03-08,0.0,108.0,English,Cleanskin,5.6,118.0,,,"18, 53, 80",15195,Sean Bean,2,48,Abhin Galeya,2,206177,Charlotte Rampling,1,44079,Peter Polycarpou,2,78019,Tuppence Middleton,1,89822,Hadi Hajaig,0,1066409,,,,,,,,,,
False,215000000,"Action, Adventure, Fantasy",1930,en,31.102267,"Columbia Pictures, Laura Ziskin Productions, Marvel Entertainment",US,2012-06-27,752215857.0,136.0,English,The Amazing Spider-Man,6.5,6734.0,The Amazing Spider-Man Collection,125574,"28, 12, 14","5, 326, 7505",Andrew Garfield,2,37625,Emma Stone,1,54693,Rhys Ifans,2,7026,Denis Leary,2,5724,Campbell Scott,2,55152,Marc Webb,2,87742,loss of father,1872,vigilante,7002,serum,8803,marvel comic,8828,scientific experiment,156855
False,0,"Horror, Thriller",23823,en,12.257121,"Constantin Film, Summit Entertainment, 20th Century Fox Home Entertainment",US,2009-01-01,0.0,91.0,English,Wrong Turn 3: Left for Dead,4.9,227.0,Wrong Turn Collection,52985,"27, 53","47, 491, 3635",Tom Frederic,2,90582,Janet Montgomery,1,90755,Louise Cliffe,1,147893,Gil Kolirin,2,123796,Jake Curran,0,3551,Declan O'Brien,2,126882,cannibal,14895,,,,,,,,
False,95000000,"Animation, Comedy, Adventure, Family",57800,en,13.26958,"Blue Sky Studios, Twentieth Century Fox Animation",US,2012-06-26,877244782.0,88.0,English,Ice Age: Continental Drift,6.2,2731.0,Ice Age Collection,8354,"16, 35, 12, 10751","9383, 11749",John Leguizamo,2,5723,Ray Romano,2,15757,Chris Wedge,2,5713,Denis Leary,2,5724,Seann William Scott,2,57599,Steve Martino,2,71729,blue footed booby,183413,prehistoric times,183414,melting ice,183415,badger,183418,elephant seal,183421
False,1800000,"Drama, Fantasy",84175,en,5.550496,"Journeyman Pictures, Court 13 Pictures, Cinereach",US,2012-06-29,21107746.0,93.0,English,Beasts of the Southern Wild,6.8,411.0,,,"18, 14","2291, 6714, 12219",Quvenzhané Wallis,1,1055235,Dwight Henry,0,1055236,Levy Easterly,2,1073500,Gina Montana,1,1073501,Lowell Landes,2,1118577,Benh Zeitlin,0,223516,refugee camp,973,hurricane,2215,fantasy,2486,flooding,3528,global warming,5769
False,16000000,Drama,98548,en,14.906621,"DreamWorks SKG, Touchstone Pictures",US,2012-06-29,12434778.0,114.0,English,People Like Us,6.6,206.0,,,18,"27, 9195",Chris Pine,2,62064,Elizabeth Banks,1,9281,Olivia Wilde,1,59315,Michelle Pfeiffer,1,1160,Mark Duplass,2,45407,Alex Kurtzman,2,15345,duringcreditsstinger,179431,,,,,,,,
False,45000000,"Crime, Drama, Thriller",82525,en,13.248022,"Ixtlan, Relativity Media, Onda Entertainment",US,2012-07-06,82966152.0,131.0,English,Savages,6.2,784.0,,,"80, 18, 53","4198, 7295, 11802",Blake Lively,1,59175,Taylor Kitsch,2,60900,Aaron Taylor-Johnson,2,27428,Benicio del Toro,2,1121,Salma Hayek,1,3136,Oliver Stone,2,1152,widow,4129,american abroad,34061,eye gouging,156173,dea agent,156805,shot in the shoulder,167536
False,0,"Family, Animation, Adventure",25913,en,5.697362,Universal Studios,US,2002-02-19,0.0,75.0,English,Balto II: Wolf Quest,6.2,113.0,Balto Collection,117693,"10751, 16, 12",13,Maurice LaMarche,2,34521,Jodi Benson,1,63978,Lacey Chabert,1,22082,David Carradine,2,141,Mark Hamill,2,2,Phil Weinstein,2,90638,,,,,,,,,,
False,0,"Animation, Family",13929,en,4.768849,Pixar Animation Studios,US,1997-11-24,0.0,4.0,"English, No Language",Geri's Game,7.8,309.0,,,"16, 10751",3,Bob Peterson,2,10,,,,,,,,,,,,,Jan Pinkava,2,7930,chess,316,eyeglasses,4704,computer animation,10159,cgi,10987,park,14798
False,68000000,Comedy,80035,en,13.276971,"Ingenious Film Partners, Ingenious Media, Twentieth Century Fox Film Corporation, Dune Entertainment, 21 Laps Entertainment, Dune Entertainment III, Big Screen Productions, Down Productions",US,2012-07-26,68267862.0,98.0,English,The Watch,5.3,899.0,,,35,"289, 290, 306, 444, 2575, 6332, 10893, 37336",Ben Stiller,2,7399,Vince Vaughn,2,4937,Jonah Hill,2,21007,Richard Ayoade,2,98103,Rosemarie DeWitt,1,14892,Akiva Schaffer,2,62854,usa,279,sterility,5097,castration,5502,marriage,6038,friendship,6054
False,10000000,"Crime, Drama, Thriller",73567,en,6.452069,"Voltage pictures, Worldview Entertainment, ANA Media, Picture Perfect (I)",US,2011-09-10,3665069.0,102.0,English,Killer Joe,6.4,433.0,,,"80, 18, 53","6633, 9015, 21817, 37833",Matthew McConaughey,2,10297,Emile Hirsch,2,46593,Thomas Haden Church,2,19159,Gina Gershon,1,11150,Juno Temple,1,36594,William Friedkin,0,15175,trailer park,900,gun,1419,texas,1556,deal,5011,psychopath,6259
False,0,"Action, Animation",44251,ja,6.12929,Toei Animation,JP,1994-03-12,0.0,48.0,日本語,Dragon Ball Z: Broly - Second Coming,6.5,102.0,Dragon Ball Z (Movie) Collection,425164,"28, 16",5542,Bin Shimada,2,115790,Masako Nozawa,0,90496,Takeshi Kusao,0,1686,Kara Edwards,0,114060,,,,Shigeyasu Yamauchi,0,81853,anime,210024,"dragon ball,",229649,,,,,,
False,0,"Action, Animation",39107,ja,6.778755,Toei Animation,JP,1995-03-04,0.0,55.0,日本語,Dragon Ball Z: Fusion Reborn,7.3,118.0,Dragon Ball Z (Movie) Collection,425164,"28, 16",5542,Masako Nozawa,0,90496,Masako Nozawa,0,90496,Takeshi Kusao,0,1686,Hiromi Tsuru,0,122193,Ryūsei Nakao,2,115305,,,,anime,210024,"dragon ball,",229649,,,,,,
False,0,Animation,13928,en,5.509405,Pixar Animation Studios,US,1989-01-01,0.0,4.0,No Language,Knick Knack,7.1,135.0,,,16,3,,,,,,,,,,,,,,,,John Lasseter,2,7879,snowman,10115,snowglobes,191072,short,214549,pixar animation,236684,,
False,0,"Animation, Family",13930,en,11.209398,Pixar Animation Studios,US,2000-11-01,0.0,3.0,English,For the Birds,7.5,389.0,,,"16, 10751",3,Ralph Eggleston,2,7883,,,,,,,,,,,,,Ralph Eggleston,2,7883,bird,2646,clique,41203,awkward appearance,191061,short,214549,pixar animation,236684
False,0,"Comedy, Romance, Fantasy, Drama",103332,en,7.692815,Fox Searchlight Pictures,US,2012-07-25,9128263.0,104.0,"English, Français",Ruby Sparks,7.0,546.0,,,"35, 10749, 14, 18",43,Paul Dano,2,17142,Zoe Kazan,1,35028,Chris Messina,2,61659,Annette Bening,1,516,Antonio Banderas,2,3131,Jonathan Dayton,2,16959,dream,1566,imaginary friend,7942,therapy,40952,novelist,155251,woman director,187056
False,125000000,"Action, Science Fiction, Adventure, Thriller",64635,en,16.42635,"Columbia Pictures, Original Film, Rekall Productions, Prime Focus, Total Recall","CA, US",2012-08-02,198802074.0,121.0,English,Total Recall,5.8,2540.0,,,"28, 878, 12, 53","5, 333, 12676, 15357, 85921",Colin Farrell,2,72466,Kate Beckinsale,1,3967,Jessica Biel,1,10860,Bryan Cranston,2,17419,Bill Nighy,2,2440,Len Wiseman,2,3950,secret agent,4289,dystopia,4565,remake,9714,machine gun,156650,resistance fighter,174375
False,0,"Drama, Comedy",103747,en,12.807728,"Wild Bunch, Les Films Du Fleuve, British Film Institute (BFI), Entertainment One, Sixteen Films, Urania Pictures S.r.l.","BE, FR, IT, GB",2012-06-01,7034007.0,101.0,English,The Angels' Share,7.0,142.0,,,"18, 35","856, 1926, 7281, 8147, 12695, 15130",Paul Brannigan,0,1034704,Siobhan Reilly,0,1034708,John Henshaw,2,83816,Gary Maitland,0,1077236,William Ruane,2,15501,Ken Loach,2,15488,scotland,388,whiskey,9193,community service,9907,,,,
False,0,Comedy,56909,it,4.00779,"Medusa Film, Sky Cinema, Lotus Productions",IT,2011-01-21,0.0,108.0,Italiano,The Immature,6.0,167.0,Immaturi Collection,198697,35,"6246, 21649, 32434",Raoul Bova,2,5412,Ambra Angiolini,1,88710,Luca Bizzarri,2,47827,Paolo Kessisoglu,0,47828,Ricky Memphis,2,128117,Paolo Genovese,2,225160,,,,,,,,,,
False,0,"Fantasy, Animation, Action, Science Fiction",39108,ja,5.264225,Toei Animation,JP,1995-07-15,0.0,51.0,日本語,Dragon Ball Z: Wrath of the Dragon,6.9,102.0,Dragon Ball Z (Movie) Collection,425164,"14, 16, 28, 878",5542,Masako Nozawa,0,90496,Masako Nozawa,0,90496,Hiromi Tsuru,0,122193,Ryou Horikawa,2,122501,Kenji Utsumi,0,83930,,,,anime,210024,"dragon ball,",229649,,,,,,
False,0,Comedy,8736,fr,7.348332,"Avalanche Productions, EuropaCorp, Seven Productions","BE, FR",2006-06-21,0.0,84.0,Français,Dikkenek,6.8,165.0,,,35,"2525, 6896, 22743",Jean-Luc Couchard,2,24040,Mélanie Laurent,1,19119,Marion Cotillard,1,8293,Jérémie Renier,2,51325,Catherine Jacob,1,19934,Olivier Van Hoofstadt,0,56225,male friendship,3230,best friend,12392,childhood friends,160246,,,,
False,0,"Family, Animation",13676,en,0.415606,DisneyToon Studios,US,2008-08-26,0.0,77.0,English,The Little Mermaid: Ariel's Beginning,6.3,187.0,The Little Mermaid Collection,33085,"10751, 16",5391,Jodi Benson,1,63978,Samuel E. Wright,2,67392,Sally Field,1,35,Jim Cummings,2,12077,Parker Goris,0,1216703,Peggy Holmes,1,80672,children,10103,woman director,187056,,,,,,
False,200000000,"Action, Adventure, Thriller",37724,en,20.309585,Columbia Pictures,"GB, US",2012-10-25,1108561013.0,143.0,English,Skyfall,6.9,7718.0,James Bond Collection,645,"28, 12, 53",5,Daniel Craig,2,8784,Judi Dench,1,5309,Javier Bardem,2,3810,Ralph Fiennes,2,5469,Naomie Harris,1,2038,Sam Mendes,2,39,spy,470,secret agent,4289,sociopath,9740,killer,15127,art gallery,15478
False,0,Comedy,77953,en,7.581463,"Everyman Pictures, Gary Sanchez Productions, Warner Bros., Location Gourmet",US,2012-08-09,104907746.0,85.0,English,The Campaign,5.6,594.0,,,35,"2242, 4740, 6194, 36431",Will Ferrell,2,23659,Zach Galifianakis,2,58225,Dylan McDermott,2,32597,Jason Sudeikis,2,58224,Sarah Baker,0,461542,Jay Roach,2,6737,politics,6078,politician,6083,election campaign,6085, north carolinam,181654,congressman,181655
False,30000000,"Drama, Comedy, Romance",82696,en,7.255301,"Columbia Pictures, Mandate Pictures, Escape Artists, Management 360, Metro-Goldwyn-Mayer (MGM)",US,2012-08-07,114281051.0,100.0,English,Hope Springs,5.8,287.0,,,"18, 35, 10749","5, 771, 1423, 4220, 8411",Meryl Streep,1,5064,Steve Carell,2,4495,Tommy Lee Jones,2,2176,Jean Smart,1,5376,Marin Ireland,1,164094,David Frankel,2,5065,renewing wedding vows,188098,marriage counselling,188099,,,,,,
False,60000000,"Family, Animation, Adventure, Comedy",77174,en,10.425038,"Focus Features, Laika Entertainment",US,2012-08-03,107139399.0,90.0,English,ParaNorman,6.7,808.0,,,"10751, 16, 12, 35","10146, 11537",Kodi Smit-McPhee,2,113505,Tucker Albrizzi,2,558925,Jodelle Ferland,1,8338,Anna Kendrick,1,84223,Casey Affleck,2,1893,Sam Fell,2,58897,medium,2723,stop motion,10121,curse,10541,jock,10623,ghost,162846
False,22000000,"Comedy, Family",82650,en,10.225555,Fox 2000 Pictures,US,2012-08-02,77112176.0,94.0,English,Diary of a Wimpy Kid: Dog Days,6.0,229.0,Diary of a Wimpy Kid Collection,86110,"35, 10751",711,Zachary Gordon,2,89819,Robert Capron,2,111922,Devon Bostick,2,90498,Rachael Harris,1,46074,Steve Zahn,2,18324,David Bowers,2,33183,best friend,12392,sweet sixteen,177804,duringcreditsstinger,179431,,,,
False,0,"Comedy, Drama, Romance",84184,en,6.348565,Team Todd,US,2012-08-03,3094813.0,91.0,English,Celeste & Jesse Forever,6.4,164.0,,,"35, 18, 10749",598,Rashida Jones,1,80591,Andy Samberg,2,62861,Elijah Wood,2,109,Emma Roberts,1,34847,Ari Graynor,1,71552,Lee Toland Krieger,2,109745,relationship problems,5625,male female relationship,10556,divorce,15160,best friends in love,178329,,
False,2000000,"Action, Comedy, Romance",109513,en,7.148558,"Primate Pictures, Kim and Jim Productions, Panay Films, Exclusive Media Group",US,2012-08-22,14400000.0,100.0,"English, Français, Polski",Hit & Run,5.5,225.0,,,"28, 35, 10749","10424, 10425, 10426, 11448",Kristen Bell,1,40462,Dax Shepard,2,51298,Tom Arnold,2,74036,Kristin Chenoweth,1,52775,Michael Rosenbaum,2,19975,Dax Shepard,2,51298,witness protection,4009,getaway driver,161974,duringcreditsstinger,179431,,,,
False,5000000,"Family, Animation, Romance, Fantasy",14128,en,8.002712,"Walt Disney Television Animation, Walt Disney Animation Japan","JP, US",2002-02-23,0.0,74.0,English,Cinderella II: Dreams Come True,5.5,265.0,Cinderella Collection,55419,"10751, 16, 10749, 14","3475, 40148",Jennifer Hale,1,81667,Rob Paulsen,2,43125,Corey Burton,2,35219,Andre Stojka,2,77546,Russi Taylor,1,6035,John Kafka,2,51959,cinderella,995,magic,2343,fairy,2710,musical,4344,princess,7376
